0  -177.871300  0.000000   177.871300
1  148.338596  61.294680   160.503510
2  -203.907555  -329.740973   387.694984
3  -109.358716  229.013215   253.784124
4  53.100703  -41.905492   67.644326
5  -30.982882  -6.053894   31.568791
6  -19.539943  104.783258   106.589589
7  36.479739  -133.298370   138.199953
8  8.329038  4.467910   9.451725
9  48.925011  -10.335859   50.004866
10  17.610319  -53.824608   56.632251
11  22.996217  -11.463500   25.695094
12  172.773939  25.458830   174.639589
13  -176.655953  84.523540   195.835530
14  189.490902  -46.085386   195.014524
15  -242.641858  -410.639322   476.969311
16  -180.727984  555.291789   583.961964
17  400.908750  26.285450   401.769524
18  -86.794284  -182.950142   202.494450
19  -193.047571  234.741797   303.926102
20  235.965572  19.947776   236.807231
21  -62.541848  -152.446982   164.777320
22  -66.052101  26.704688   71.246196
23  28.478463  -7.095992   29.349207
24  -38.871015  -9.883513   40.107850
25  65.771914  28.554218   71.702776
26  -30.056358  -21.931708   37.207317
27  9.858405  -0.284258   9.862502
28  36.838708  -29.910006   47.452070
29  -8.008987  11.825326   14.282234
30  12.608751  -12.652556   17.862468
31  22.599991  -18.698612   29.332536
32  -57.124888  51.050417   76.611996
33  38.966506  4.376716   39.211532
34  -44.507198  -57.322076   72.572110
35  -27.213895  42.308952   50.305502
36  57.570046  -1.738612   57.596293
37  -3.381158  -46.555470   46.678089
38  -17.456865  44.387269   47.696664
39  23.737498  -18.328868   29.990269
40  -0.103123  -53.866621   53.866719
41  -54.205413  68.687164   87.499447
42  58.457415  46.293996   74.568113
43  -7.499128  -41.680175   42.349427
44  -37.099441  -16.168202   40.469486
45  -16.995314  9.699601   19.568418
46  14.441289  48.408354   50.516527
47  18.574980  2.682850   18.767727
48  12.723866  -21.401567   24.898269
49  8.312520  25.268620   26.600774
50  -35.421092  -24.840835   43.263389
51  -8.099473  21.047798   22.552412
52  32.407030  -4.124185   32.668403
53  -24.139921  -17.665708   29.913425
54  -3.203706  -0.211567   3.210684
55  43.726797  35.440846   56.285756
56  6.269337  -14.859085   16.127523
57  -26.268935  -28.559152   38.803120
58  10.336800  38.987067   40.334115
59  9.306381  -22.696598   24.530477
60  11.948166  -26.050619   28.659962
61  -17.827814  -0.962050   17.853752
62  -3.614861  5.002254   6.171691
63  20.462445  4.672033   20.989034
64  -12.628268  -1.707743   12.743215
65  -10.274118  -8.124091   13.098028
66  4.961674  4.243575   6.528870
67  1.264634  -9.273228   9.359063
68  -3.303366  10.332125   10.847352
69  -2.681070  -3.490731   4.401516
70  -2.915534  2.939777   4.140366
71  12.622479  -4.770759   13.493966
72  1.012418  -0.265487   1.046648
73  3.189617  -2.574221   4.098813
74  -4.182934  -3.596798   5.516692
75  -5.319085  -0.940750   5.401637
76  14.497382  9.464774   17.313464
77  -2.534485  -1.571855   2.982339
78  7.980889  5.939371   9.948403
79  5.524072  -17.055441   17.927728
80  -1.571082  -7.988460   8.141486
81  -6.892831  -2.459287   7.318416
82  8.648000  -4.438072   9.720308
83  -2.304203  -7.609737   7.950940
84  2.263585  8.978283   9.259232
85  -3.532249  20.337804   20.642264
86  -11.588106  -7.479665   13.792375
87  5.436785  -22.418344   23.068177
88  2.301023  -6.456112   6.853910
89  -4.678775  9.997511   11.038168
90  12.670602  -14.774717   19.463721
91  -11.019369  -5.102391   12.143348
92  3.986929  11.332885   12.013737
93  -11.002578  10.398513   15.138883
94  -1.795065  0.871090   1.995259
95  13.541466  -6.564411   15.048681
96  -11.667462  1.939636   11.827589
97  6.183205  -4.861056   7.865233
98  12.221683  10.405763   16.051462
99  5.147815  11.760811   12.838095
100  -11.214030  -2.844705   11.569219
101  -13.244699  -7.284137   15.115578
102  1.572245  2.258311   2.751713
103  -7.546487  8.355904   11.259245
104  -6.111574  2.882183   6.757094
105  18.569456  -12.286781   22.266336
106  13.431405  1.595853   13.525879
107  -12.456271  -9.591606   15.721246
108  2.983439  3.469270   4.575668
109  -6.652398  18.212298   19.389229
110  3.517263  -4.486905   5.701181
111  14.848751  -14.538401   20.781013
112  -13.292008  -3.096427   13.647906
113  -10.763441  3.422355   11.294431
114  -1.774979  2.186815   2.816507
115  -4.735730  16.391209   17.061620
116  5.138398  -13.806310   14.731508
117  0.777108  -11.568848   11.594919
118  -5.716348  19.457343   20.279666
119  15.500061  -2.136291   15.646585
120  -6.353171  -10.457009   12.235678
121  -21.889685  -6.446073   22.819075
122  7.988984  -6.413777   10.245018
123  12.614627  8.552991   15.240816
124  -8.429507  0.077787   8.429865
125  1.800356  -10.542801   10.695416
126  4.725204  -0.654807   4.770359
127  4.988864  -2.766540   5.704604
128  -10.768468  11.933276   16.073674
129  -2.142468  7.255740   7.565443
130  1.311016  -2.483247   2.808074
131  -7.881032  -4.962695   9.313378
132  11.886580  3.624465   12.426887
133  0.170337  -11.397490   11.398763
134  -12.555379  10.168359   16.156518
135  6.617056  0.855005   6.672066
136  -0.589923  10.338965   10.355781
137  -3.256930  0.453591   3.288364
138  -3.879051  -5.902679   7.063190
139  -13.631300  -2.855575   13.927191
140  4.604831  -0.103987   4.606005
141  2.385895  -6.054721   6.507852
142  10.014015  12.325154   15.880488
143  7.197129  -1.165292   7.290856
144  -4.591473  -3.130317   5.557023
145  6.147170  -8.052084   10.130338
146  2.904678  8.296379   8.790169
147  -4.680174  3.382756   5.774692
148  -1.658883  0.949841   1.911568
149  6.467715  -1.515527   6.642902
150  -7.766408  -10.090723   12.733412
151  -3.865825  2.183466   4.439834
152  8.738405  9.609280   12.988378
153  -1.543175  7.577068   7.732616
154  -1.586395  -3.712075   4.036849
155  -3.063179  -12.561562   12.929652
156  3.666763  1.057394   3.816180
157  -0.799511  5.121543   5.183572
158  -4.165744  15.707231   16.250247
159  7.691466  -2.961032   8.241745
160  -2.732173  -4.044042   4.880476
161  2.119766  0.834199   2.278003
162  13.127174  -4.573602   13.901098
163  -6.465939  5.457239   8.461077
164  -0.374179  -5.510442   5.523132
165  -10.241325  -1.249846   10.317308
166  3.650621  9.284220   9.976161
167  5.810051  -1.980148   6.138215
168  6.599865  -0.198007   6.602834
169  -9.156009  -7.159463   11.622840
170  4.432057  -0.705091   4.487792
171  -8.534017  10.475226   13.511470
172  5.986952  3.519704   6.944920
173  -1.745290  0.184502   1.755016
174  2.457643  1.085874   2.686844
175  1.611003  -2.472271   2.950839
176  -4.900067  0.729306   4.954043
177  -7.200154  5.024680   8.780070
178  0.756279  -1.520384   1.698095
179  -0.778863  13.189964   13.212940
180  7.002563  -3.048926   7.637528
181  5.355999  -0.381659   5.369580
182  -12.804731  -1.616203   12.906326
183  -3.639189  0.391457   3.660182
184  5.728503  -0.040531   5.728646
185  14.769129  2.275585   14.943409
186  -8.478512  3.521304   9.180672
187  -0.978459  8.477739   8.534017
188  -5.256567  -6.812049   8.604389
189  1.948220  -2.162980   2.911021
190  -2.094716  -6.539150   6.866464
191  5.993320  11.229626   12.728880
192  15.870579  6.051517   16.985174
193  -7.745586  -9.328966   12.125333
194  -3.273395  -8.080032   8.717914
195  1.506863  8.763738   8.892342
196  4.572623  1.175197   4.721225
197  -3.041494  -2.162191   3.731723
198  -1.806998  -4.630353   4.970454
199  8.738403  3.026301   9.247604
200  -1.425250  -8.992556   9.104801
201  4.977256  -1.668096   5.249345
202  1.281350  -7.963889   8.066312
203  -23.500586  2.445555   23.627490
204  2.735038  -0.797183   2.848848
205  2.765163  9.838468   10.219667
206  1.144213  3.937797   4.100667
207  7.726885  -13.811882   15.826334
208  -8.157742  1.765953   8.346697
209  -0.651655  5.777879   5.814511
210  -0.204729  -0.020920   0.205795
211  -6.332433  -0.017971   6.332458
212  4.119816  -1.567962   4.408105
213  2.603566  -0.239250   2.614536
214  -15.483677  9.037732   17.928325
215  -0.375740  5.463384   5.476290
216  2.024215  9.862265   10.067856
217  12.283616  -9.239886   15.370840
218  8.519703  3.249959   9.118529
219  10.934269  -5.202288   12.108759
220  2.058882  5.724255   6.083263
221  -12.113346  -3.212285   12.532036
222  3.075658  0.158175   3.079723
223  17.866652  2.359799   18.021818
224  -1.764593  -4.304865   4.652488
225  -1.072558  -0.255997   1.102685
226  5.100416  0.083108   5.101093
227  -0.026169  -4.402662   4.402739
228  -5.646897  -1.829139   5.935756
229  2.862900  1.458262   3.212899
230  3.586461  1.375045   3.841022
231  0.319585  -1.645031   1.675787
232  0.581039  -8.807419   8.826564
233  -2.806662  3.688183   4.634657
234  4.633841  -7.818437   9.088478
235  -1.364325  6.187201   6.335838
236  -7.436428  2.577439   7.870429
237  8.589953  -1.286884   8.685814
238  -11.136347  -9.382678   14.562036
239  -10.554717  6.241096   12.261865
240  9.838331  -3.814017   10.551752
241  -3.887182  -2.257235   4.495030
242  -11.141086  0.293585   11.144954
243  2.741532  10.751173   11.095211
244  17.562785  -1.272385   17.608815
245  -9.922024  -13.700582   16.916043
246  -4.593228  0.387414   4.609537
