0.125080,0.130440,0.009480,0.045000,0.113240,0.052200,
0.111760,0.021760,0.016160,0.003920,0.224960,0.076160,
0.015960,0.044680,0.025800,0.236560,0.031200,0.014240,
0.181840,0.010920,0.013040,0.028040,0.013040,0.120680,
0.052800,0.010160,0.042400,0.030320,0.045160,0.010680,
0.040240,0.592480,0.010400,0.052120,0.251040,0.022840,
0.015400,0.281040,0.089560,0.016440,0.236520,0.013560,
0.089440,0.027640,0.127560,0.094480,0.184000,0.040280,
0.111840,0.055360,0.114080,0.157240,0.122760,0.011920,
0.008360,0.115200,0.016120,0.038240,0.012720,0.031000,
0.015800,0.066720,0.043320,0.108040,0.016760,0.091000,
0.033120,0.061680,0.021520,0.010560,0.006680,0.100400,
0.015960,0.039280,0.027400,0.034680,0.080200,0.108160,
0.041960,0.048040,0.031400,0.135640,0.049000,,
0.137040,0.077280,0.006520,0.008960,0.183680,,
0.137480,0.281360,0.043320,0.136880,0.025520,0.196040,
0.078640,0.177920,0.013000,0.072920,0.178320,0.055880,
0.281200,0.091720,0.191800,0.046200,0.034120,0.325520,
0.019840,0.159360,0.078160,0.040400,0.044040,0.075560,
0.028600,0.068360,0.269160,0.048640,0.025880,0.049080,
0.081600,0.031400,0.062960,0.213760,0.018040,0.007840,
0.045120,0.015160,0.011400,0.107920,0.008840,0.012720,
0.030600,0.112080,0.066760,0.052960,0.022080,0.011280,
0.066120,0.145680,0.038880,0.011440,0.037320,0.023000,
0.098720,0.090400,0.181240,0.006880,0.068480,0.143240,
0.035160,,0.033280,0.097840,0.092240,0.007240,
0.285360,,0.010800,0.053600,0.108600,0.002120,
0.049960,0.082480,0.053640,0.011160,0.086840,,
0.076120,0.013800,0.010880,0.152680,0.127440,,
0.033640,0.005320,0.055760,0.291880,0.111840,0.491080,
0.177560,0.081760,0.217440,0.010200,0.042800,0.067760,
0.008040,0.209920,0.108040,0.318920,0.084240,0.051360,
0.384520,0.097880,0.034440,0.083200,0.033360,0.003240,
0.106120,,0.012960,0.013800,0.009800,,
0.343920,,0.178560,0.027360,0.055960,,
0.225000,0.023480,0.031640,0.567120,0.041920,0.030920,
0.005200,0.055040,0.082160,0.050640,0.067240,0.009520,
0.138920,0.315080,0.017720,0.038000,0.238800,0.021040,
0.047040,0.476000,0.004080,0.159280,0.046600,0.241720,
0.179200,0.156720,0.015640,0.243640,0.050360,0.013360,
0.050840,0.009080,0.126160,0.045640,0.126440,0.097040,
0.014920,0.030640,0.087880,0.033320,0.034000,0.065040,
0.015760,0.161520,0.196720,0.636800,0.023800,0.029000,
0.036160,0.084080,0.019960,0.140400,0.026320,0.048960,
0.112200,0.357280,0.070440,0.018080,0.014400,0.026640,
0.226040,0.097280,0.009600,0.016320,0.014720,0.030840,
0.003040,0.045920,0.126840,0.146320,0.214640,0.044080,
0.158040,0.140960,0.047360,0.164160,0.070840,0.082280,
0.134480,0.142440,0.052160,0.038720,0.154880,0.055960,
,0.278920,0.124680,,0.419040,0.125280,
,0.161680,0.188520,,0.016080,0.214120,
0.031040,0.051880,0.002840,0.027800,0.018880,0.047920,
0.043720,0.447920,0.251160,0.002240,0.010200,0.249520,
0.937680,0.372560,0.140480,0.140080,0.036560,0.013920,
0.008160,0.066880,0.320520,0.101160,0.117320,0.077720,
0.048320,0.275520,0.006760,0.012400,0.153880,0.093520,
0.619040,0.346440,0.021120,0.045080,0.074880,0.016560,
0.066120,0.258800,0.184520,0.011000,0.014280,0.050880,
0.033920,0.244320,0.131840,0.073200,0.152920,0.133000,
0.224000,0.141480,0.013000,0.043400,0.261640,,
0.184800,0.055240,0.410360,0.024120,0.043720,,
0.842120,0.018840,0.352480,0.015440,0.154120,0.152600,
0.299240,0.047880,0.182640,0.063080,0.053000,,
0.079880,0.067560,0.126080,0.072160,0.227480,,
1.252240,0.109320,0.009120,0.086240,0.029960,,
0.012120,0.071200,0.481440,0.085320,0.038480,,
0.236600,0.106920,0.316320,0.195160,0.544600,,
0.389080,0.284200,0.457040,0.139680,0.266600,,
0.346600,0.349960,0.034640,0.024720,0.093320,,
0.326160,0.032640,0.134560,0.046600,0.038120,,
0.146400,0.276120,0.022160,0.025120,0.109040,,
0.237760,0.200400,0.007520,0.097000,0.267600,,
0.009840,0.109280,0.280520,0.122160,0.002280,,
0.025760,0.205680,0.015080,0.101320,0.134760,,
0.073480,0.085320,0.074520,0.017400,0.029280,,
0.339560,0.485840,0.013880,0.028560,0.095760,,
0.025240,0.008360,0.035480,0.029720,0.099080,,
0.117920,0.118000,0.014040,0.053560,0.009200,,
0.013360,,0.139640,0.035000,0.115280,,
0.051200,,0.023480,0.083000,0.237680,,
0.037960,0.036240,0.100000,0.080560,0.041720,,
0.034880,0.277880,0.074720,0.122920,0.162080,,
0.069880,1.381560,0.429840,0.056040,0.127200,,
0.139840,0.173600,0.011960,0.136960,0.034680,,
1.737040,0.938560,0.051840,0.221240,0.067120,,
0.567120,0.439480,0.013880,0.061760,0.378440,,
0.280120,0.515520,0.111800,0.345720,0.051400,,
0.025680,0.021760,0.029480,0.229640,0.208760,,
0.099800,0.033880,0.073880,,0.318480,,
0.050760,0.048320,0.177680,,0.114120,,
0.010760,0.292720,0.031920,0.039360,0.188640,,
0.175320,0.056600,0.044360,0.139960,,,
0.303360,,0.017600,0.007760,,,
0.006320,,0.012640,0.010240,0.144320,,
0.270360,0.072720,0.033120,0.028680,1.805000,,
0.167800,0.028640,0.010840,0.019560,1.257120,,
0.276360,0.022120,0.490160,0.002840,0.087560,,
0.008000,0.007520,0.103400,0.011640,0.104920,,
0.250800,0.022680,0.052520,0.011280,0.033760,,
0.316640,0.113800,0.410360,0.003200,0.022320,,
0.111200,0.027040,0.155320,0.046480,0.057680,,
0.198440,0.028160,0.245040,0.016520,0.099680,,
0.505400,0.176920,0.294440,0.191640,0.050000,,
0.140320,,0.628560,0.018520,0.612320,,
0.072960,,0.132480,0.004440,0.006760,,
0.025320,0.097320,0.067920,0.045200,0.017520,,
0.027600,0.041200,0.369000,0.149400,0.010080,,
,0.176280,0.209680,0.150000,0.034360,,
,0.071200,,0.019880,0.038360,,
0.435320,0.010680,,0.214680,0.082720,,
0.127640,0.042360,0.003960,0.049440,0.074480,,
0.017280,0.006520,0.121880,0.041760,0.006760,,
0.144520,0.164000,0.072240,0.097840,0.116960,,
0.097280,0.062520,0.374640,0.012440,0.053920,,
0.242120,0.033520,0.698200,0.002680,0.048560,,
0.007680,0.966920,0.257720,0.078360,0.036920,,
0.004600,0.206560,0.142240,0.084880,0.205720,,
0.015360,0.028400,0.070080,0.033360,0.059920,,
0.170040,0.136720,0.084360,0.126880,0.245640,,
0.029840,,0.362160,0.273720,0.013720,,
0.099480,,0.033120,0.078360,0.032600,,
0.191720,0.074440,0.014040,0.172520,0.011520,,
0.323160,0.073800,0.122320,0.082120,0.092400,,
0.109920,0.067720,0.025240,0.201400,0.134160,,
0.153760,0.041680,0.081360,0.004440,0.048320,,
0.059120,0.010800,0.042600,0.024200,0.056880,,
0.681760,0.079720,0.087960,0.338320,0.044280,,
0.228560,0.212520,0.216840,0.046280,0.084480,,
0.592800,0.007280,0.530400,0.016360,0.046160,,
0.129720,0.025080,0.178800,0.070360,0.071440,,
0.030320,0.024000,0.048840,0.016640,0.003480,,
0.020880,0.019640,0.112680,0.194240,0.038960,,
0.120280,0.048360,0.025760,0.018800,0.017480,,
