0.176880,none,0.020360,0.233320,0.253520,0.089640,,,0.882080,none,0.065080,0.192560,0.003640,0.098240,,,0.247520,none,1.160280,0.910760,0.192480,0.083280,,,none,none,0.856440,0.275840,0.020520,none,,,none,none,2.636480,1.438440,0.011720,none,
0.097320,,0.126840,0.637560,0.014560,0.003240,,,0.197920,,0.185720,1.250720,0.005880,0.266400,,,0.819480,,0.338400,0.480240,0.009680,0.001600,,,,,0.262400,,2.642960,,,,,,5.091520,,0.035480,,
0.045680,,0.117720,0.516160,0.041000,0.068160,,,0.037000,,0.091440,0.477520,0.020200,,,,0.919840,,0.065280,0.812720,0.016440,0.014280,,,,,0.046360,,0.013440,,,,,,1.087200,,0.013000,,
0.106800,0.358800,0.171240,0.162200,0.080640,0.571880,,,0.410920,0.037840,0.131880,0.021520,0.037800,,,,1.099680,0.171200,0.533400,0.230960,0.004040,0.004400,,,2.215560,none,3.645520,0.008080,,none,,,none,6.116240,0.981360,0.604200,0.012720,none,
0.395960,0.007640,0.301840,0.231360,0.006960,0.218080,,,0.429960,0.709120,0.033960,0.015440,0.171480,none,,,0.092800,0.130640,1.313120,0.096880,0.012440,0.050600,,,0.035920,,1.381520,3.737160,,,,,,,1.041200,1.454280,0.003200,,
0.017600,0.113040,0.454720,0.221320,0.034400,0.003880,,,0.063040,0.165000,0.325400,0.024920,0.078760,,,,1.239960,0.402800,0.376160,1.065480,0.020360,0.477680,,,0.236280,,0.520360,0.043840,0.467080,,,,,,,1.007320,0.010200,,
0.457320,0.013000,0.491760,0.195120,1.184000,0.009280,,,0.065560,0.146280,0.053080,0.518480,1.308920,,,,,0.101040,0.877000,0.602280,0.007200,0.342440,,,,none,0.905160,,0.976800,,,,0.047480,none,,1.132880,0.013200,,
0.022080,0.149160,0.028960,0.053600,0.277400,0.085480,,,0.198400,0.214160,0.085760,0.563760,0.604040,,,,,0.025320,0.014720,0.055240,0.004920,0.151800,,,,,0.001760,,,,,,2.015640,,2.674040,0.007800,0.038760,,
0.002200,0.023840,0.421680,0.131720,0.464680,0.029760,,,0.021200,0.060560,0.082520,0.425520,0.199840,,,,0.195120,0.491720,0.294200,0.961840,0.013200,0.117960,,,none,,3.095560,,,,,,,,,,0.107480,,
0.017960,0.079440,0.242680,0.066560,1.662520,0.148920,,,0.399400,0.018760,0.037080,0.100760,0.082440,,,,0.115640,0.146640,0.976320,0.287920,0.012600,0.013440,,,,0.033440,,,none,,,,,none,,,0.007600,,
0.133560,0.076600,0.081000,0.030760,0.175600,0.013640,,,0.420480,0.023720,0.539600,1.034600,0.432400,,,,1.063400,0.597960,0.090520,0.122600,0.006040,0.171920,,,,0.005880,,,,,,,0.227640,,1.275960,,0.533320,,
0.287200,0.062560,0.753760,0.998720,0.003160,,,,0.397560,0.438480,0.124600,0.533440,0.086640,,,,0.011280,1.468560,0.859040,0.179160,0.010800,,,,1.712920,0.401360,0.007960,,,,,,2.858360,,0.026920,,0.808040,,
0.113240,0.117560,0.108160,0.080280,0.019880,,,,0.699960,0.130040,0.057080,0.003200,0.140080,,,,0.462840,0.816280,0.392760,0.030960,0.019440,,,,0.626760,0.065480,0.401120,,0.109040,,,,,,1.426040,,0.006960,,
0.306120,0.138600,0.155240,0.544360,0.144640,none,,,0.351280,0.278240,0.138480,0.877880,0.699920,,,,0.130240,0.548280,0.078680,0.156040,0.026840,0.093680,,,1.131720,0.007600,0.031680,,,,,,,,6.465200,,0.019960,,
0.012360,0.129600,0.614320,0.284600,0.015720,,,,,0.202120,0.085440,0.355800,,,,,0.246840,1.449720,0.208520,0.214960,0.017800,0.172320,,,0.084160,,1.307960,,,,,,,,,,0.007960,,
0.322160,0.038720,0.014400,0.590880,0.012920,,,,,0.139040,0.006000,0.394240,,,,,0.951080,0.661280,0.025200,0.004720,0.011040,0.123800,,,0.812080,,0.545360,,0.324120,,,,,,,,1.488840,,
0.027840,0.012480,0.006880,0.090160,,,,,0.057040,0.751920,0.209080,0.358360,0.002400,,,,0.387640,0.032920,0.004600,0.479760,0.053760,0.050600,,,0.552440,,0.044440,,,,,,,,6.871000,,0.113000,,
0.167920,0.343600,0.133960,0.171480,,,,,1.145440,0.476720,0.262080,0.364000,0.450560,,,,0.245040,0.471680,0.008280,0.321400,0.032480,,,,0.226200,,3.691880,,,,,,,,6.496520,,0.137120,,
0.175080,0.029760,0.019680,0.223520,0.021080,,,,0.217440,0.018040,0.575520,,0.044840,,,,0.021840,0.243400,0.003480,,0.060040,,,,1.161560,,,,none,,,,,,0.905560,,0.019480,,
0.035000,0.128080,0.110600,0.266360,0.238520,,,,1.465640,0.043920,0.020760,,1.990000,,,,0.375720,0.092400,0.634560,,0.464080,,,,0.013000,,,,,,,,,,2.235000,,0.223320,,
0.016680,0.002200,0.082600,0.186520,0.541840,,,,0.094040,0.005400,0.001800,0.885960,0.235920,,,,0.460640,0.010600,0.031680,0.007160,0.355160,,,,1.409160,,1.056040,,,,,,,,,,0.317720,,
0.028480,0.108160,0.135600,0.009880,0.136560,,,,0.338120,0.014840,0.549280,0.111240,0.179120,,,,0.563560,0.028240,0.206840,0.920680,0.485480,,,,0.734920,,0.103840,,0.423080,,,,,,,,,,
0.357880,0.462040,0.096800,0.412200,0.025800,,,,1.338560,0.063560,0.809920,0.398040,0.033960,,,,0.602600,0.696520,1.019600,0.310040,0.004280,,,,0.529440,,0.449320,,0.008440,,,,,,,,,,
0.161280,0.025840,0.128120,0.025200,0.243200,,,,0.298080,0.112800,1.173360,0.293080,0.652640,,,,0.841600,0.087120,0.009800,0.013120,0.026120,,,,0.042760,,0.046240,,0.606720,,,,,,,,0.642600,,
0.184200,0.095720,0.418280,0.491600,0.111880,,,,0.143200,0.186960,0.042280,0.221680,0.243680,,,,0.021680,0.038720,0.757040,0.416920,0.526400,,,,0.462720,,0.052760,,0.446080,,,,,,,,0.996600,,
0.458360,0.692800,0.030600,0.518640,0.045000,,,,0.339440,0.278520,0.068520,1.696840,0.056280,,,,0.138320,0.114240,1.173200,0.188680,0.089440,,,,0.009320,,0.296040,,0.898120,,,,,,,,1.538120,,
0.186880,0.040960,0.078800,0.023440,0.062280,,,,0.134480,0.024320,0.167560,0.030200,0.371560,,,,0.098880,,0.005560,0.114720,0.338360,,,,,,0.054880,,3.863600,,,,,,,,2.319080,,
0.032160,0.414280,0.527280,0.018360,0.012320,,,,0.029680,0.561720,0.531320,0.064520,0.181600,,,,0.035720,,0.189000,0.032280,0.370120,,,,,,3.503080,,0.432360,,,,,,,,0.444400,,
,0.103720,0.020280,0.019080,0.158600,,,,0.340080,0.014320,0.169440,0.014040,0.280040,,,,0.147560,0.535320,0.005640,0.028800,0.057840,,,,,,0.018120,,0.065440,,,,,,,,0.924400,,
,0.026000,0.058520,,2.256600,,,,0.017520,0.184000,0.003920,0.130480,0.355360,,,,,,0.219400,0.056560,0.228240,,,,,,0.016720,,0.072840,,,,,,,,0.624680,,
0.036560,0.059360,1.241080,,0.028920,,,,0.243880,0.132520,0.132160,0.613000,0.563000,,,,,,0.120680,0.117120,0.323240,,,,,,1.334560,,0.314640,,,,,,,,1.243840,,
0.165800,0.014360,0.009360,0.613240,0.041040,,,,0.102000,0.474080,0.516840,0.048880,0.384120,,,,0.346920,0.286360,0.185200,0.012840,0.146760,,,,,,1.141680,,,,,,,,,,,,
0.023840,0.040440,0.229080,0.535640,0.930200,,,,0.254680,0.034680,0.171640,,0.837400,,,,0.113200,0.159320,1.440520,0.136200,0.017960,,,,,,0.026480,,,,,,,,,,,,
0.049360,0.002680,0.100280,0.037160,0.594640,,,,0.026240,0.026680,0.141000,,1.243960,,,,0.327280,0.164800,0.460960,0.038800,0.013880,,,,,,0.031040,,1.290360,,,,,,,,3.577200,,
0.536240,0.013520,0.885320,0.314520,0.014680,,,,0.015920,0.534120,0.364640,,0.035600,,,,0.003760,0.029600,0.067120,0.609960,0.044520,,,,,,1.415800,,1.609040,,,,,,,,0.946920,,
0.028560,0.003160,0.071080,0.103440,0.455960,,,,0.159440,0.946000,0.633840,,,,,,0.002960,0.006280,0.796520,0.129480,0.026280,,,,,,0.504880,,0.639480,,,,,,,,0.368560,,
0.578160,0.099400,0.027760,0.249960,0.010680,,,,0.111520,0.023000,0.105640,,,,,,0.029720,0.010760,0.049560,0.706600,0.045720,,,,,,0.735320,,0.546720,,,,,,,,0.288880,,
0.041080,0.198440,0.129760,0.131880,0.029160,,,,,0.015920,0.029240,,0.320280,,,,0.703440,0.016920,0.022040,0.020280,0.050280,,,,,,1.599640,,0.041040,,,,,,,,0.241240,,
0.328200,0.135000,0.168280,0.357800,0.006080,,,,,0.798040,0.385480,,3.186320,,,,0.005840,0.006480,0.160480,0.075720,0.021480,,,,,,,,,,,,,,,,0.034920,,
0.133040,0.387160,0.102280,0.142720,0.251240,,,,0.357040,0.019000,0.079320,,2.939640,,,,0.118440,0.013280,0.069480,0.248840,0.115600,,,,,,,,,,,,,,,,,,
0.693760,0.266040,0.375240,0.382360,0.041160,,,,0.127720,0.844800,0.029560,,0.905840,,,,0.011480,0.014440,0.383560,0.007680,0.048400,,,,,,3.917720,,0.019160,,,,,,,,,,
0.619800,0.211000,0.171000,0.027000,0.357120,,,,0.037480,0.034680,0.806000,,0.367080,,,,0.160480,0.016440,,0.003720,,,,,,,2.538840,,0.695920,,,,,,,,0.003000,,
0.007720,0.017880,0.435680,0.011920,0.022120,,,,0.074560,,1.039560,,0.806600,,,,0.148920,0.016280,,0.017360,,,,,,,1.227000,,0.013320,,,,,,,,1.949800,,
0.204040,0.019280,0.016680,0.018040,0.621720,,,,0.382400,,0.836200,,0.193600,,,,0.345960,0.020840,0.227080,0.014200,0.281680,,,,,,,,6.682440,,,,,,,,0.669960,,
0.297240,0.075560,1.057480,0.528680,0.709920,,,,0.752840,0.007080,0.684760,,0.612520,,,,0.020640,0.022800,0.237840,0.011480,0.231960,,,,,,,,0.709640,,,,,,,,,,
0.024880,0.164240,0.003400,0.061640,0.029440,,,,0.006560,0.380360,0.179320,,,,,,0.012720,0.058720,0.077320,0.162480,0.058400,,,,,,,,,,,,,,,,,,
0.010760,0.032200,0.035680,0.065120,0.353360,,,,0.283040,0.281840,0.057120,,,,,,0.020200,0.101960,0.604440,0.266160,0.055120,,,,,,,,,,,,,,,,0.136120,,
0.012200,0.313240,0.018760,0.142360,0.029280,,,,0.406920,0.376160,0.062360,,0.068880,,,,0.102080,0.006680,0.015360,,0.342040,,,,,,,,0.115440,,,,,,,,,,
0.597440,0.154040,0.211280,0.099840,0.739880,,,,0.016400,,1.332400,,0.702800,,,,0.226800,0.366920,0.004760,,0.968840,,,,,,,,4.852160,,,,,,,,,,
0.367080,0.001360,0.015040,0.023720,,,,,0.065640,,0.501040,,0.565040,,,,0.535720,0.128880,0.039680,,0.250760,,,,,,,,,,,,,,,,0.161600,,
0.548040,0.251800,0.188760,0.061440,,,,,0.076360,0.164040,0.494040,,0.224920,,,,0.016760,0.094360,0.119520,,0.574200,,,,,,,,,,,,,,,,2.320240,,
0.043200,0.229080,0.310680,0.067560,0.029200,,,,0.175240,0.035520,0.266880,,0.206160,,,,0.002720,0.053440,0.123920,,0.140920,,,,,,,,6.279320,,,,,,,,,,
0.011400,0.019200,0.134800,0.119040,0.900240,,,,0.573400,0.006280,0.313040,,0.002280,,,,0.035560,0.024000,0.078640,,0.039200,,,,,,,,,,,,,,,,,,
1.027640,0.842080,0.019000,0.467640,0.561080,,,,0.107400,0.026200,1.426320,,0.002520,,,,0.014040,0.114440,0.024360,,0.190600,,,,,,,,,,,,,,,,0.043520,,
0.007480,0.012160,0.253200,0.053560,0.107040,,,,0.868560,0.013920,0.001760,,0.241040,,,,0.016480,0.029680,0.023240,,0.042480,,,,,,,,5.865520,,,,,,,,3.224480,,
0.031840,0.011400,0.112400,,0.299440,,,,0.144640,0.059640,0.039320,,0.192080,,,,0.011200,0.397080,0.072520,,0.170360,,,,,,,,2.294400,,,,,,,,2.565800,,
0.077240,0.008760,0.151880,,0.030320,,,,0.084680,0.032560,0.099720,,0.024880,,,,0.005640,0.466840,0.028040,,0.171720,,,,,,,,0.022080,,,,,,,,0.264400,,
0.061720,0.050520,0.035880,,0.778200,,,,0.012840,0.432040,,,0.031280,,,,0.008760,0.014360,0.130120,,0.573480,,,,,,,,0.077920,,,,,,,,1.956760,,
0.163920,0.102440,0.583920,,0.008760,,,,0.159040,0.170360,,,0.009520,,,,0.024840,0.311680,0.313480,,0.321480,,,,,,,,1.113080,,,,,,,,,,
0.144640,0.204760,0.090240,,0.405360,,,,0.035680,0.182240,0.532960,,0.178040,,,,0.008160,0.091200,0.493920,,0.029440,,,,,,,,,,,,,,,,,,
0.051600,0.486480,0.011480,,0.586640,,,,0.012200,0.292240,0.456960,,0.209680,,,,0.033040,0.047480,0.020640,,0.041560,,,,,,,,,,,,,,,,0.808720,,
0.060640,0.653120,0.040560,,0.010080,,,,0.023120,0.018080,1.078480,,0.007720,,,,0.126800,,0.016160,,0.727720,,,,,,,,0.128480,,,,,,,,0.025560,,
0.011680,0.011640,0.206600,,0.060600,,,,0.430960,0.380440,0.037960,,0.015640,,,,0.029080,,0.242840,,0.037000,,,,,,,,0.145600,,,,,,,,0.002960,,
0.002920,0.025320,0.378840,,0.302080,,,,0.299960,0.009000,0.510400,,0.032800,,,,0.348480,,0.991000,,0.921560,,,,,,,,0.178800,,,,,,,,2.635400,,
0.186360,0.046160,1.191240,,0.465400,,,,0.038480,0.451960,0.579080,,0.170920,,,,0.053560,,0.139880,,0.658800,,,,,,,,0.267400,,,,,,,,1.436280,,
0.027320,0.093040,0.500080,,0.041600,,,,0.498720,0.023840,0.129160,,0.296480,,,,0.013080,,1.639880,,0.461240,,,,,,,,0.508000,,,,,,,,0.036280,,
0.017440,0.005680,0.054840,,0.052600,,,,,,0.035960,,0.035680,,,,0.029800,,0.043520,,0.034000,,,,,,,,4.029480,,,,,,,,0.369960,,
,0.148240,0.584120,,0.327360,,,,,,0.372280,,0.090040,,,,0.032000,,0.025800,,0.268200,,,,,,,,2.650160,,,,,,,,,,
,,0.004200,,0.135320,,,,0.026960,,1.050720,,0.078240,,,,0.029080,,0.130720,,0.028000,,,,,,,,1.405200,,,,,,,,,,
0.085200,,0.015240,,0.078600,,,,0.209240,,1.017520,,0.176640,,,,0.025520,,0.017680,,,,,,,,,,0.010240,,,,,,,,0.002080,,
0.018600,0.275880,0.064080,,0.093280,,,,0.210360,,0.543800,,0.248600,,,,0.025200,,0.081360,,,,,,,,,,0.225280,,,,,,,,0.028680,,
0.038960,0.173480,0.266440,,0.007280,,,,0.016880,,,,0.024400,,,,0.103920,,0.934600,,0.977840,,,,,,,,0.058320,,,,,,,,0.104800,,
0.003360,0.115000,0.330840,,0.135360,,,,0.080160,,,,0.264280,,,,0.003800,,0.131720,,0.422760,,,,,,,,0.016400,,,,,,,,2.533520,,
0.029880,0.462680,0.033000,,0.021040,,,,0.334400,,0.107440,,0.177480,,,,0.078960,,0.671680,,0.050480,,,,,,,,0.029000,,,,,,,,,,
0.030640,,0.011920,,0.556240,,,,0.111640,,0.577440,,0.450520,,,,0.062680,,0.006120,,0.156120,,,,,,,,0.052880,,,,,,,,,,
0.005000,,0.415440,,0.030560,,,,0.016280,,0.429880,,0.017040,,,,0.018360,,0.005520,,0.780720,,,,,,,,0.033200,,,,,,,,none,,
0.035720,0.095360,,,0.592880,,,,0.047360,,0.998560,,0.009120,,,,0.016160,,0.017200,,0.438160,,,,,,,,,,,,,,,,,,
0.083920,0.052560,,,0.310640,,,,0.295680,,0.154960,,0.424320,,,,0.049200,,0.105480,,0.018160,,,,,,,,,,,,,,,,,,
0.051280,0.013800,0.027600,,0.199320,,,,0.074360,,0.026960,,0.210440,,,,0.072800,,0.030000,,0.101000,,,,,,,,none,,,,,,,,4.003760,,
0.192000,0.083240,0.006720,,0.199200,,,,0.126160,,1.352440,,0.486800,,,,0.022160,,0.257040,,0.008080,,,,,,,,,,,,,,,,,,
0.048160,0.024720,0.032360,,0.247200,,,,0.035800,,1.228800,,0.358360,,,,0.384400,,,,0.296720,,,,,,,,,,,,,,,,,,
0.015240,0.039960,0.200760,,0.263520,,,,0.212120,,0.150320,,0.007960,,,,0.015800,,,,0.134240,,,,,,,,none,,,,,,,,0.001640,,
0.727640,0.514600,0.077600,,0.260320,,,,0.007200,,0.002440,,0.424000,,,,0.076440,,0.027160,,0.216000,,,,,,,,,,,,,,,,0.008200,,
0.374120,0.018880,0.314520,,0.575920,,,,0.006520,,0.199120,,0.552400,,,,0.052920,,0.013280,,0.228400,,,,,,,,,,,,,,,,0.013560,,
0.028720,0.107360,0.090240,,,,,,0.018640,,1.486720,,0.096400,,,,0.179960,,0.010280,,0.002920,,,,,,,,none,,,,,,,,0.550600,,
0.026040,0.040680,0.136320,,,,,,0.015040,,1.088440,,0.414440,,,,0.061360,,0.055760,,0.230480,,,,,,,,,,,,,,,,0.301080,,
0.146320,0.122440,0.214800,,0.194600,,,,0.002520,,0.003800,,0.050040,,,,0.014640,,0.016040,,0.873000,,,,,,,,,,,,,,,,0.180240,,
0.104960,0.379120,0.209120,,0.001600,,,,0.148880,,0.114600,,0.151440,,,,0.006880,,0.004160,,0.286480,,,,,,,,7.256080,,,,,,,,1.900000,,
0.032120,0.047040,0.019880,,0.371720,,,,0.275360,,1.183280,,0.181560,,,,0.007600,,0.018520,,0.133720,,,,,,,,0.012360,,,,,,,,1.338400,,
0.024640,0.242600,0.025560,,0.092240,,,,0.110280,,0.205760,,0.059280,,,,0.013160,,0.683480,,0.068840,,,,,,,,,,,,,,,,0.253200,,
0.013320,0.018520,0.011880,,0.031720,,,,0.316600,,2.255200,,0.225840,,,,0.005640,,0.337960,,0.048120,,,,,,,,,,,,,,,,0.007760,,
0.249480,0.580400,0.646360,,0.104160,,,,0.018200,,0.005720,,0.007360,,,,0.017920,,0.022400,,0.030160,,,,,,,,0.003720,,,,,,,,0.034480,,
