0.01376,0.03688,0.03072,7.77344,1.23308
0.21548,1.075,0.05092,14.54224,1.9024
0.47316,1.12644,1.18856,14.90364,5.1644
0.5988,1.1762,1.24768,16.14216,5.19732
0.92252,1.20164,1.28752,16.177,6.26212
0.97028,1.26064,1.31344,16.21096,12.078
1.06052,1.2666,1.36628,16.2938,12.166
1.14604,1.26816,1.70504,16.39948,12.18696
1.22684,1.2914,1.76012,18.35236,13.9806
1.73536,1.51428,2.2354,19.09764,14.07828
1.78484,1.5336,2.26064,19.12612,14.22868
1.80084,1.77992,2.284,28.81284,14.66016
1.83304,1.9004,2.56424,29.21576,15.85292
1.93848,2.27916,3.64904,31.4892,16.32444
2.07456,2.60768,3.70512,32.74748,16.36912
2.33572,3.70992,4.00136,34.87168,16.38792
2.45176,4.38252,4.56068,34.9544,16.39332
2.59912,4.43128,5.04904,35.62516,16.40852
2.62992,5.17248,5.08896,37.07628,16.42028
2.70468,7.4038,5.17524,38.40816,16.43088
3.19072,7.4066,5.21108,45.26264,16.4506
3.21484,7.566,5.23024,48.7094,16.459
3.22672,10.58456,5.2962,53.26508,16.46152
3.4964,10.7512,5.41824,58.06016,16.69708
3.5786,11.16184,6.03428,61.10892,17.6708
3.63724,11.31008,6.55728,61.39688,18.25812
3.9056,11.64968,6.84904,63.44884,18.26716
3.98524,11.73356,7.25816,63.45232,18.3994
4.08264,12.03136,8.5852,66.68524,19.07372
4.0954,12.03556,10.36108,66.98828,19.11872
4.11404,12.07696,11.00608,67.25468,20.87908
4.33592,12.11504,11.20144,79.79276,21.98636
4.41148,12.39368,12.0374,84.90644,22.72704
4.81312,13.88896,12.09348,84.94448,22.81664
4.9504,13.9358,12.15604,85.28832,24.35176
5.03804,14.1714,12.81796,86.84236,24.3556
5.0478,14.42716,13.10896,88.77696,24.53808
5.13712,14.5304,13.12388,88.77968,25.0964
5.44324,14.65004,13.37024,96.80636,25.30044
5.45528,14.81328,14.47604,98.08552,25.63708
5.95892,15.0384,14.51016,98.59096,25.93124
5.98408,15.08036,14.52528,99.85312,28.994
6.0066,15.10388,14.5392,104.72596,29.00588
6.214,15.16288,14.54536,104.92804,29.02096
6.2322,15.49256,14.57684,106.74784,29.02968
6.32772,15.76592,14.6118,106.84788,29.04876
6.57864,15.9714,14.63932,108.3646,29.15868
6.82236,16.11776,14.8808,116.82588,29.18936
6.88036,16.22176,14.94912,121.39792,29.19444
7.33804,16.26252,14.95528,122.96252,29.23612
7.46416,16.2682,14.98716,124.8446,31.43176
7.8626,16.28348,15.49028,126.2382,33.56328
7.89344,16.33964,16.13368,129.22536,34.21048
9.061,16.36048,16.18352,133.7186,34.21172
9.08796,16.4392,16.28688,133.91988,34.5068
9.27696,16.56324,16.29516,140.07136,34.7484
9.89148,16.73972,16.30236,142.18408,34.86304
10.49812,16.80776,16.36496,142.93728,34.9036
10.576,16.821,16.37508,143.42828,34.9862
11.13964,17.094,16.43612,144.10112,34.98972
11.23124,17.11536,16.50348,144.19232,35.5896
11.41348,17.27712,16.53108,144.97192,35.60028
11.4156,17.47976,16.60244,146.02656,35.8196
11.46648,17.48468,16.83476,146.16336,35.83588
11.52956,17.57748,17.59588,146.23644,36.58236
12.12872,17.57968,17.8438,146.25344,39.12192
12.19948,17.67272,18.16572,148.03544,39.7308
12.36512,17.82824,18.193,148.72484,42.6404
12.80716,18.27932,18.3192,148.74168,42.76844
12.8308,18.39236,18.46904,148.79812,42.8234
13.23356,18.45348,18.48028,148.85868,43.3342
13.38228,18.59752,18.50132,148.93396,44.041
13.39496,18.98664,18.567,148.9834,44.05624
13.39756,19.04032,18.60128,149.08556,44.16236
13.4258,19.04276,19.05444,149.36792,44.33428
13.42704,19.04556,19.07108,149.38164,45.30332
13.43856,19.10652,19.08208,149.44996,45.32636
14.14316,19.17896,19.109,149.5,45.47824
14.40204,19.24092,19.1464,149.50192,45.6232
14.45068,19.33968,19.1606,149.78588,45.63868
14.4962,19.87476,19.22944,150.14268,45.6486
14.55288,19.93348,19.2636,150.15632,45.65916
14.58872,19.96088,19.42288,150.42492,45.66188
14.64764,20.66204,19.57092,150.4586,45.6872
14.93412,20.77972,19.8468,150.73132,48.12636
14.94312,20.84568,19.90396,150.82088,48.3122
15.01604,21.51648,19.96412,151.1388,48.4342
15.09724,22.71112,19.98512,151.71372,51.59104
15.49888,22.80812,20.67952,152.31004,51.6644
15.77988,23.1414,20.7,152.48444,51.79856
15.99528,23.1438,20.91052,153.03484,51.99836
15.9968,23.21608,20.92804,153.13424,52.88788
16.09904,23.49828,20.93936,153.254,53.79868
16.13592,23.85736,21.368,153.99204,54.37528
16.16708,23.96672,21.83104,154.94476,56.70576
16.17068,24.04208,21.84908,156.12896,56.91508
16.17372,24.32052,21.93232,159.03268,60.74888
16.20752,24.66436,21.94368,159.06636,61.93596
16.24504,25.29064,22.73948,160.06952,62.11808
16.24888,25.86636,22.75616,161.5086,63.3632
16.38624,26.6148,23.24292,166.4452,63.82092
16.4068,26.63408,23.50008,166.47208,63.91944
16.57792,26.65136,25.09796,166.9558,65.04528
17.06712,27.61248,25.30288,168.72048,65.10452
17.1052,27.97736,26.03344,171.78212,65.60268
17.10644,28.58184,26.62788,171.96984,65.93444
17.12108,28.77104,27.16144,180.18004,66.49136
17.16944,28.79308,28.4268,180.84248,66.59352
17.23824,29.01204,28.43756,180.93524,66.69384
18.2934,29.30792,28.46032,181.09432,66.72696
18.30544,30.263,28.52148,181.61316,66.868
18.37348,30.27616,28.53612,181.67772,66.87488
18.49956,30.29188,29.08048,181.99772,66.98948
18.52032,30.52548,29.2936,182.05456,67.06496
18.59084,30.77956,29.3848,182.08008,67.09876
18.60552,30.78768,30.27812,182.14068,67.19208
18.9276,30.9704,30.85652,182.44548,67.25956
19.02232,31.08868,31.11212,182.49008,67.34964
19.0588,31.12536,31.14028,184.88908,67.79596
19.09568,31.16572,31.46484,184.95672,67.96084
19.11152,31.20464,31.65796,185.03252,68.05256
19.13004,31.33868,31.87484,185.0616,68.99848
19.20408,31.357,32.12784,185.08244,71.7688
19.21652,31.40676,32.14376,185.09624,76.4446
19.24712,31.43672,32.14628,185.10852,85.24692
19.3002,31.88316,32.15996,185.15224,86.76564
19.55352,32.00924,32.22312,185.42012,87.26868
19.66812,32.0498,32.43948,185.45308,87.30724
19.67748,32.07056,32.46508,185.54464,87.71488
19.8836,32.10612,32.50008,185.58448,87.73216
19.91764,32.11796,32.75064,185.63372,87.83144
19.949,32.13224,32.7988,185.6564,87.83432
20.35176,32.4432,32.87788,185.67676,87.8528
20.38616,32.72528,33.0962,185.69988,87.8552
20.6856,33.21536,34.1216,185.72464,87.85784
20.71308,33.32904,34.20948,185.9246,87.97676
20.73464,33.46628,34.94624,186.00484,87.97888
20.74348,33.81884,35.06344,186.00784,87.98208
20.81484,34.54192,35.14812,186.0268,87.98856
20.82172,34.6168,35.52648,186.03992,87.99368
20.82924,34.6802,35.5696,190.45516,88.12452
20.85396,35.00224,35.61084,190.52192,88.28544
21.27216,35.0414,35.65712,192.0558,90.79632
21.34356,35.10508,35.69244,193.15856,90.8236
21.40424,35.63968,35.90244,193.2166,91.34152
21.62012,35.67328,36.4446,193.78592,91.5334
21.64308,35.85328,38.39588,196.72948,92.75492
21.9682,36.0026,38.43156,196.76716,94.2706
22.02704,36.10376,40.41016,197.69048,98.48908
22.44652,37.02176,40.92152,201.23076,98.49104
