0.366760,0.039040,0.377880,0.638840,0.032280,0.020160,
0.165320,0.656360,0.259120,0.222440,0.912520,,
0.067560,0.473200,0.238440,0.218120,0.136240,,
0.153280,0.240120,0.047680,0.595760,0.143760,0.349960,
0.375320,0.195640,0.223120,0.071200,0.276400,,
0.266360,0.017640,0.188520,0.111080,0.017800,,
0.014040,,0.161760,0.578080,0.041000,none,
0.465120,,0.214760,0.018280,0.354720,,
0.181880,0.023480,0.244640,0.114760,0.220880,,
0.223800,0.075600,0.035200,0.567600,0.354000,0.243800,
0.376600,0.148320,0.127840,1.582320,1.220960,0.765640,
1.274520,,0.106800,0.393120,0.027680,,
,,0.134320,,0.453440,,
,0.474600,0.017400,,0.106160,,
1.219000,0.557800,0.440920,0.118840,0.014760,,
3.639360,0.412640,0.009920,0.065960,0.140600,,
0.304840,0.136160,0.029160,0.055600,0.359800,,
1.006920,0.707440,0.298680,0.041040,0.296080,,
0.660480,0.044480,0.068280,0.619800,0.251520,,
0.018440,0.227160,0.582200,,0.623640,,
0.654840,0.644440,1.274080,,1.172640,,
2.275280,0.388160,1.501800,0.408880,0.191240,,
0.284640,1.045800,0.467080,0.095800,0.010080,,
0.627240,0.151240,1.025400,0.277320,1.188280,,
0.341080,0.261640,0.077880,0.132880,0.442240,,
0.842680,0.323640,0.048840,0.113480,,,
0.012400,0.006200,1.395440,0.142840,,,
0.553880,0.001320,0.798680,1.283920,1.404400,,
0.400000,0.024480,0.598840,0.023440,0.692880,,
0.058280,0.343960,,0.158000,0.488800,,
,1.797240,,0.424880,0.414920,,
,,2.078360,0.017600,0.015600,,
1.174720,,0.467640,0.200600,2.032080,,
0.914680,0.006760,1.314840,0.031280,0.261320,,
0.077120,0.847360,0.347000,0.548680,0.015000,,
1.452040,0.106840,0.154520,0.200640,0.372440,,
0.490000,,0.324400,0.222480,,,
0.312080,,0.083360,,,,
0.026160,none,0.416160,,0.627360,,
0.126320,,0.661560,0.069240,1.245600,,
1.283000,,1.432360,0.355440,0.205040,,
1.258560,0.066960,0.634840,1.725520,0.051720,,
0.185400,0.867040,0.822440,0.467920,0.066080,,
0.021480,0.128360,0.172000,0.122640,0.876720,,
0.029520,0.028760,0.212320,0.209280,0.114240,,
0.092400,0.850880,0.312600,0.284440,1.990240,,
0.127520,,1.674120,0.002000,0.003800,,
1.644480,,0.321000,0.047120,0.248920,,
1.222280,0.170520,,0.010720,0.191480,,
0.003120,,,0.397720,1.138680,,
1.942480,,0.870200,0.198720,0.328400,,
0.030920,none,0.393920,0.025880,0.100640,,
0.429680,,0.096600,0.046800,0.829600,,
0.134280,,0.018760,0.089600,0.575720,,
0.356080,0.723360,0.070840,,0.246840,,
0.829600,0.034240,0.172360,,,,
0.776320,0.173200,0.197040,0.024880,,,
0.477240,0.283080,0.256280,0.105160,0.350520,,
0.192240,0.364360,0.482960,0.201400,0.537560,,
0.104920,0.005600,0.293880,0.229280,0.001440,,
0.027560,0.080720,0.466600,0.331440,0.633520,,
0.007440,0.277680,0.597640,0.011520,0.422800,,
0.038760,0.569320,0.042520,0.206360,0.004280,,
0.028920,0.324760,,0.208520,1.681480,,
0.255640,0.599080,,0.494560,1.326600,,
0.175720,,4.283360,0.261560,3.003360,,
0.058480,,0.267200,0.311080,0.279440,,
0.406600,0.108680,0.313280,0.035000,0.026760,,
0.056680,0.019280,0.344320,0.119000,0.451640,,
0.009440,0.138920,0.612600,0.095720,,,
0.008000,0.115040,0.076520,0.146360,,,
0.012440,,0.295600,0.089320,0.324880,,
0.111200,,0.272640,0.018600,0.167280,,
0.150920,0.616680,0.203160,0.357720,0.210440,,
0.263720,0.486160,0.029640,0.243480,0.037760,,
1.516200,0.058400,0.257720,,0.046760,,
3.508800,1.414960,0.656920,,0.606240,,
,0.021200,1.373400,0.028720,0.080520,,
,0.054000,0.781320,0.010760,0.016880,,
0.303520,0.041680,0.564440,1.096200,2.165240,,
0.424520,,1.635520,0.117160,0.087520,,
2.624960,,0.602360,,0.417080,,
,0.055000,0.020120,,0.925360,,
,0.003160,0.399000,1.135880,3.256600,,
,0.309720,0.484120,,0.373120,,
,0.982200,0.712800,,0.568560,,
,,0.189800,0.986000,0.085560,,
,,0.584320,0.434920,0.320320,,
,,0.119360,0.015760,,,
,,0.477360,0.002880,,,
,,0.112280,,0.078400,,
,,0.566200,,0.043800,,
,,0.345840,0.020000,0.048680,,
,,0.645360,0.026720,0.482000,,
,,1.678200,0.157680,0.388800,,
,,0.010320,0.067080,0.148000,,
,,0.967640,0.112720,0.083040,,
,,0.097640,0.377040,0.003000,,
,,0.594840,0.326360,0.028520,,
,,0.019840,0.146000,0.837160,,
,,,0.041960,0.049920,,
,,,0.139640,3.326240,,
,,,0.462880,0.519400,,
,,,0.430440,0.008080,,
,,,0.173760,0.595960,,
,,,,0.785120,,
,,,,0.328880,,
,,,0.111880,1.398280,,
,,,0.037560,,,
,,,0.064360,,,
,,,,0.666280,,
,,,,0.016360,,
,,,0.359520,0.023040,,
,,,0.140840,0.139640,,
,,,0.536920,0.779880,,
,,,,2.984760,,
,,,,0.200960,,
,,,0.143000,1.123760,,
,,,0.208720,0.217760,,
,,,0.599280,0.075600,,
,,,0.139600,1.795680,,
,,,0.006320,0.335680,,
,,,0.020640,0.052080,,
,,,0.068520,0.002360,,
,,,0.030000,,,
,,,0.017520,,,
,,,0.438160,0.022360,,
,,,0.399120,0.221960,,
,,,0.029720,0.137720,,
,,,0.062000,0.130640,,
,,,0.644960,0.035960,,
,,,1.194040,0.286120,,
,,,1.723200,0.281400,,
,,,0.415080,0.525240,,
,,,,0.661960,,
,,,,0.924840,,
,,,0.296720,0.010920,,
,,,0.092520,2.218880,,
,,,0.303880,0.007000,,
,,,0.018600,2.168480,,
,,,0.008280,0.036200,,
,,,0.110160,,,
,,,0.155200,,,
,,,0.029800,,,
,,,0.110560,,,
,,,0.506440,,,
,,,0.027320,,,
,,,0.434840,,,
,,,0.551120,,,
,,,0.032960,,,
,,,,,,
,,,,,,
,,,0.067280,,,
,,,0.489440,,,
,,,0.323000,,,
,,,0.390720,,,
,,,0.050720,,,
,,,,,,
,,,,,,
