64.52	211.74	136.03	152.05 
118.10 	233.93 	167.37 	165.64 
31.88 	141.51 	86.70 	84.36 
72.77 	261.38 	149.23 	152.13 
15.59 	193.75 	102.70 	104.70 
127.23 	281.54 	193.15 	175.14 
74.50 	269.83 	192.16 	187.77 
48.37 	257.69 	149.58 	142.60 
108.23 	300.65 	179.71 	141.53 
50.97 	247.33 	150.95 	135.80 
