0.01172,-0.23614,0.00414,-0.02086,0.19873,0.23183,-0.0848,-0.02344,-0.14375,0.00172,-0.12134,0.0293,-0.10531,-0.16288,0.06498,0.10118,0.1291,-0.00448,0.05964,0.03654,0.01775,0.11083,-0.01775,-0.02223,0.08067,0.14634,-0.10359,0.13238,-0.19753,0.15116
0.01672,-0.19667,0.04413,0.04516,0.22873,0.26544,-0.13565,-0.12341,-0.06877,-0.10876,-0.12565,0.04964,-0.02965,-0.20546,0.08377,0.12186,0.18408,-0.07894,0.13048,0.02672,-0.04068,0.15668,0.03689,-0.2944,0.06377,0.17116,-0.11807,0.15185,-0.18202,0.10359
0.1098,-0.16426,0.06688,0.06136,0.23579,0.27251,-0.15875,-0.15857,-0.08377,-0.13806,-0.14565,0.08498,0.11428,-0.11324,0.00982,0.13651,0.06395,-0.05878,0.10669,0.12134,0.03068,0.12583,0.01448,-0.54088,0.02568,0.10428,-0.09187,0.14685,-0.2089,0.00827
0.06153,-0.13151,0.1615,0.0374,0.29388,0.2451,-0.15254,-0.03482,-0.03189,-0.20753,-0.0755,0.10945,0.09773,-0.1322,0.03189,0.13531,-0.09187,0.01103,0.02379,0.14306,-0.02947,0.1272,-0.03792,-0.5738,0.08153,0.12393,-0.06015,0.14203,-0.12221,0.03775
0.00276,-0.09687,0.0667,0.06998,0.31077,0.25406,-0.20666,0.04051,-0.08722,-0.25079,-0.04619,0.13444,0.16805,-0.07929,-0.01655,0.15909,-0.08342,0.11755,-0.00879,0.14099,0.01258,0.10566,-0.02965,-0.50864,0.03154,0.11566,-0.02189,0.10256,-0.07325,-0.02034
0.09876,-0.06033,0.13531,0.10945,0.37541,0.20339,-0.27544,0.11738,-0.14479,-0.2694,-0.06205,0.17374,0.22183,-0.08204,0.08859,0.12755,0.0362,0.0798,-0.07584,0.1746,0.00655,0.126,-0.00776,-0.52088,-0.02051,0.03309,-0.02223,0.12583,0.03189,-0.03051
0.0324,-0.0293,0.14703,0.21252,0.45107,0.26079,-0.27975,0.16461,-0.14944,-0.2189,-0.09359,0.1422,0.21339,-0.03465,0.02499,0.08032,0.08653,0.1503,-0.0998,-0.00827,0.01672,0.09894,-0.08739,-0.46779,0.00621,-0.00483,0.00138,0.09894,0.11876,-0.03844
0.09084,-0.03723,0.10273,0.19029,0.46745,0.22476,-0.25079,0.16823,-0.19684,-0.15892,-0.22442,0.12824,0.22631,-0.04895,-0.02413,0.05429,0.04516,0.09583,-0.11635,-0.10755,-0.01896,0.106,-0.16443,-0.35403,0.06636,-0.06067,0.02568,0.01327,0.1029,0.03447
0.09721,-0.00948,0.0705,0.15685,0.43436,0.20408,-0.20235,0.15409,-0.19977,-0.11255,-0.16288,0.19908,0.24252,-0.09152,-0.00448,0.04499,0.07067,0.11342,-0.06998,-0.13668,-0.03568,0.0798,-0.23131,-0.29043,0.02292,-0.03292,0.10307,-0.00689,0.16116,0.0586
0.08773,0.05757,-0.00034,0.09273,0.46607,0.22235,-0.14203,0.08722,-0.24993,-0.05378,-0.1272,0.15134,0.23355,-0.06171,-0.00517,0.07222,-0.01724,0.19322,-0.04999,-0.13944,-0.07894,-0.01948,-0.22562,-0.27871,-0.07722,-0.0948,0.09204,-0.03223,0.1634,-0.01569
0.11221,0.02672,-0.01913,0.12152,0.38868,0.16306,-0.24458,-0.13013,-0.22631,-0.01569,0.04895,0.19718,0.17771,0.00483,-0.0362,0.14892,-0.09446,0.09514,0.03861,-0.106,-0.01913,-0.04964,-0.24889,-0.19529,-0.04878,-0.06946,0.01586,0.03516,0.02758,-0.12427
0.1603,0.02585,-0.10049,0.10669,0.37282,0.15185,-0.26527,-0.28561,-0.08859,-0.0705,0.11531,0.23097,0.09652,0.00741,-0.04292,0.18322,-0.10997,0.10876,0.00896,-0.07843,0.03309,-0.0705,-0.23631,-0.09601,-0.08825,-0.03913,0.02999,0.02775,-0.20787,-0.12514
0.20391,0.0493,-0.06826,0.12341,0.44159,0.1048,-0.39402,-0.32749,-0.08894,-0.10152,0.15013,0.25113,0.18529,0.00293,-0.03844,0.1665,-0.06084,0.0917,-0.07808,-0.02534,0.0162,0.02672,-0.26148,0.04171,-0.03327,0.03378,0.08515,-0.05016,-0.38989,-0.11307
0.25889,0.06533,0.09187,0.08808,0.40574,0.06102,-0.33818,-0.29853,-0.11376,-0.06343,0.19563,0.21235,0.17047,-0.04533,-0.08204,0.08222,-0.0736,0.16616,-0.10669,0.01948,-0.02258,0.11876,-0.21752,0.14737,-0.03913,0.08118,0.11652,-0.03309,-0.42229,-0.13031
0.35662,0.05119,0.1765,0.09273,0.35731,0.07601,-0.23131,-0.20718,-0.15409,-0.02775,0.10187,0.22028,0.29336,-0.01965,-0.08739,0.08877,-0.11979,0.2694,-0.06946,0.01706,0.00379,0.20201,-0.16771,0.15392,-0.07463,0.03654,0.03361,-0.05929,-0.31836,-0.20684
0.33783,0.08635,0.20632,0.10359,0.18529,0.07601,-0.20684,-0.15478,-0.21166,0.02861,0.05585,0.23062,0.28181,0.04188,0.01362,0.08377,-0.15892,0.25493,-0.121,0.07618,0.09446,0.23304,-0.10014,0.1241,-0.18477,0.11462,-0.04257,-0.02585,-0.23459,-0.1765
0.29457,0.07515,0.19873,0.11186,0.09876,0.05119,-0.1553,-0.23321,-0.18339,0.07067,-0.00552,0.30405,0.25734,0.01189,-0.04878,0.0736,-0.23717,0.24286,-0.05757,0.1079,0.10583,0.18788,-0.0555,0.10187,-0.14323,0.07808,-0.14634,0.01207,-0.18512,-0.17478
0.26527,-0.03275,0.22338,0.10221,0.11945,0.02034,-0.12531,-0.30233,-0.14151,0.11169,0.07825,0.28836,0.27216,-0.04688,0.06033,0.10738,-0.22493,0.22511,-0.08687,0.0705,0.08842,0.16254,-0.09894,0.09601,-0.0848,0.11686,-0.1615,0.04395,-0.09894,-0.15082
0.16909,-0.05602,0.20563,0.05895,0.14634,-0.00121,-0.17684,-0.30784,-0.09859,0.05912,0.08136,0.20821,0.22493,-0.00982,0.10721,0.19598,-0.1796,0.26544,-0.17012,-0.01827,0.02947,0.11359,-0.16581,0.04568,-0.07843,0.10394,-0.1141,0.05119,-0.12824,-0.20408
0.13169,-0.10083,0.2258,0.12789,0.20684,-0.07532,-0.21545,-0.20339,-0.00603,-0.04912,0.10618,0.0998,0.16564,0.00293,0.08463,0.18908,-0.20718,0.49537,-0.13462,-0.09773,-0.00741,0.0424,-0.14186,0.11393,0.02086,0.09032,-0.07377,0.04861,0.00086,-0.10738
0.03809,-0.09359,0.18529,0.13048,0.2189,-0.1048,-0.29267,-0.11859,-0.03292,-0.106,0.0817,0.09256,0.24183,0.02499,0.09221,0.13944,-0.16392,0.50434,-0.17822,-0.28526,-0.02517,0.04585,-0.04981,0.1534,0.03361,0.09428,-0.08532,-0.01086,-0.00655,-0.03844
-0.03516,-0.13013,0.12341,0.12186,0.18098,-0.04206,-0.25079,0.02723,-0.12393,-0.10687,0.08222,0.09859,0.21718,-0.01172,0.16943,0.101,-0.19649,-0.4852,-0.16892,-0.62327,0.02172,0.12117,-0.0705,0.16736,0.03206,0.05188,-0.07756,-0.00086,0.06084,-0.04671
-0.16736,-0.13255,0.14392,0.08377,0.16409,-0.02327,-0.14772,0.09066,-0.21425,-0.1322,0.09256,0.09635,0.2139,0.02517,0.20977,0.12944,-0.23441,-1.30427,-0.26803,-0.88405,0.10066,0.09739,-0.09549,0.14358,-0.03447,0.06464,-0.03465,0.0948,0.12186,0.04964
-0.19822,-0.2189,0.08877,0.13013,0.09377,-0.02878,-0.11048,0.15788,-0.16805,-0.08911,0.04947,0.11255,0.05912,0.04688,0.20356,0.16185,-0.36041,-1.33564,-0.24975,-0.86457,0.0786,0.09549,-0.08032,0.13927,-0.01534,0.05722,-0.00362,0.0455,0.09739,0.05826
-0.18667,-0.22407,0.08756,0.1765,0.07222,-0.07808,-0.02258,0.08791,-0.08894,-0.10842,0.01999,0.10187,0.0767,0.04309,0.24889,0.16995,-0.35783,-1.11674,-0.31146,-0.73616,0.11962,0.13393,-0.05154,-0.07084,-0.05498,0.12169,-0.01362,0.04723,0.116,-0.00293
-0.18322,-0.28698,0.12531,0.18081,0.0181,-0.08722,0.01327,0.05878,-0.03706,-0.11876,-0.00896,0.12669,0.12583,0.02241,0.13961,0.10824,-0.29164,-0.84751,-0.25424,-0.62378,0.0867,0.14323,-0.07618,-0.15306,-0.11238,0.13599,-0.0574,0.06895,0.18443,-0.20718
-0.12221,-0.2732,0.10376,0.14306,-0.01138,-0.14754,-0.04154,0.0555,0.03878,-0.08273,0.03706,0.12341,0.12186,0.03878,0.02396,0.03361,-0.21856,-0.5919,-0.1746,-0.51382,0.05464,0.11117,-0.05567,-0.02654,-0.08256,0.11428,-0.00896,0.01172,0.26268,-0.28233
-0.06602,-0.30008,0.00259,0.12462,-0.00948,-0.15806,-0.05326,0.09187,0.05309,-0.03292,-0.01103,0.07653,0.09015,0.0243,-0.06395,-0.03206,-0.14513,-0.41557,-0.05223,-0.41384,0.04671,0.05085,-0.06963,0.09825,-0.23304,0.09049,0.00896,-0.05067,0.2663,-0.23648
-0.09894,-0.23769,-0.03516,0.09532,-0.04688,-0.17012,-0.06033,0.1958,0.00603,0.00948,-0.05136,0.07153,0.04223,0.0424,-0.1715,-0.11703,-0.10359,-0.29129,-0.02068,-0.31853,0.03826,0.01948,-0.02551,0.19063,-0.28974,0.09894,0.02275,-0.03637,0.32077,-0.07291
-0.05429,-0.17081,-0.13875,0.09532,-0.10307,-0.10531,-0.07256,0.21614,0.03775,0.0443,-0.10514,0.10738,-0.01138,0.02448,-0.24924,-0.0848,-0.12445,-0.14099,-0.04326,-0.32921,-0.00879,-0.09618,-0.04223,0.25286,-0.23441,0.06653,0.04619,-0.0767,0.242,-0.02517
-0.01827,-0.15082,-0.12531,0.05102,-0.06963,-0.02413,-0.06515,0.26716,0.04723,0.15892,-0.10169,0.10359,-0.0474,0.05447,-0.18822,-0.12152,-0.14306,-0.00259,-0.1422,-0.31801,-0.07256,-0.03465,0.01689,0.27544,-0.24596,0.08618,0.05154,-0.02896,0.25044,0.06515
0.0262,-0.07274,-0.14254,0.01275,-0.04395,-0.03068,-0.11031,0.30594,0.04516,0.18322,-0.10376,0.14565,-0.11342,-0.10376,-0.21183,-0.04326,-0.16961,0.04464,-0.16978,-0.22786,-0.04947,-0.02103,-0.02844,0.22614,-0.2632,0.08739,0.1229,-0.04619,0.25734,0.07756
0.04137,-0.02241,-0.13755,-0.00121,-0.03671,-0.02965,-0.06998,0.35731,0.13238,0.18719,-0.00965,0.05981,-0.111,-0.12065,-0.20322,-0.0586,-0.19942,0.04981,-0.22597,-0.13255,-0.03758,-0.07894,-0.0312,0.27526,-0.31405,0.06636,0.19184,-0.03878,0.27147,-0.04119
-0.02792,-0.00603,-0.20098,0.02947,-0.09532,-0.05119,-0.03378,0.33697,0.09377,0.22459,0.0112,0.13358,-0.15375,-0.1372,-0.22976,-0.06015,-0.21735,0.0393,-0.23614,-0.06188,-0.01344,-0.07032,-0.03551,0.26561,-0.31146,0.02275,0.20718,-0.0424,0.3037,-0.04757
-0.05257,-0.03775,-0.13013,0.00448,-0.05274,-0.00207,-0.0755,0.27371,0.0798,0.16771,-0.01999,0.16202,-0.07153,-0.06981,-0.26734,0.00586,-0.26596,0.08463,-0.29164,0.02223,0.01724,-0.07325,-0.08032,0.24631,-0.20942,0.06446,0.106,-0.0162,0.15495,-0.09549
-0.10911,-0.04223,-0.00862,0.01827,-0.09687,0.00689,0.01051,0.30233,0.11703,0.20994,-0.00776,0.08067,-0.03309,-0.01379,-0.15754,-0.02361,-0.24476,0.19115,-0.32473,0.04464,0.0767,-0.02878,-0.0624,0.08325,-0.11031,0.12238,0.10669,0.02775,-0.03103,-0.11238
-0.14082,-0.04964,-0.02344,-0.02551,-0.18477,-0.00224,0.07618,0.35266,0.08687,0.24234,0.06929,-0.0524,-0.09859,-0.01672,-0.1322,0.04999,-0.1422,0.28078,-0.29957,0.05016,0.12755,-0.06377,-0.03103,0.05223,-0.11462,0.18891,0.02499,0.00982,-0.15513,-0.11342
-0.23734,0.03723,-0.05843,-0.02517,-0.2844,-0.01758,0.13979,0.29526,0.09997,0.1472,0.06946,-0.1472,-0.07584,0.00483,0.0162,0.09015,-0.12772,0.37661,-0.23028,0.13599,0.09084,-0.0836,-0.10842,0.01207,-0.07739,0.16909,0.01086,0.02741,-0.19787,-0.0705
-0.24062,0.03654,-0.09273,-0.02741,-0.32921,-0.00948,0.1603,0.24234,0.09118,0.15771,0.05343,-0.14634,-0.04947,-0.06653,0.15582,0.04912,-0.09152,0.42746,-0.12065,0.26578,-0.02827,-0.04568,-0.07101,-0.12255,0.02965,0.14392,0.06791,-0.02844,-0.24079,-0.08808
-0.21976,-0.02758,0.00241,-0.0212,-0.39695,-0.08101,0.16978,0.15599,0.07774,0.12324,0.11462,-0.14272,0.00259,-0.01879,0.20132,0.07412,-0.01982,0.45607,-0.00103,0.24596,-0.11945,-0.03447,-0.05447,-0.07256,0.07998,-0.02861,0.07343,0.00224,-0.16288,-0.04275
-0.26423,-0.00345,0.09049,0.05498,-0.3037,-0.02603,0.12203,0.12427,0.08549,0.07894,0.08325,-0.04344,0.0324,0.00172,0.22218,-0.02137,0.02861,0.47865,0.05016,0.24079,-0.28233,0.02413,-0.06584,-0.08997,0.05843,0.02034,0.15616,-0.04171,-0.02637,-0.01982
-0.13668,-0.07136,0.08101,0.11221,-0.247,-0.02258,0.14168,0.1484,0.08549,0.04757,0.03085,-0.0624,0.06843,0.03516,0.17719,0.01189,0.06602,0.50416,-0.03137,0.32284,-0.42918,-0.02103,-0.08067,-0.0624,0.09963,-0.02999,0.17271,-0.10704,0.00948,-0.04895
