7.727365999999999531e+02,7.728122399999999743e+02
7.733066400000000158e+02,7.733632000000000062e+02
7.786584800000000541e+02,7.787312799999999697e+02
7.863432400000000371e+02,7.864392800000000534e+02
7.881785200000000486e+02,7.882705600000000459e+02
7.885437200000000075e+02,7.885919599999999718e+02
7.921739599999999655e+02,7.922240000000000464e+02
7.935940799999999626e+02,7.936768399999999701e+02
7.971804799999999886e+02,7.972178400000000238e+02
7.987332400000000234e+02,7.987823200000000270e+02
7.999294399999999996e+02,7.999717200000000048e+02
8.106526800000000321e+02,8.107042000000000144e+02
8.168741599999999607e+02,8.169383199999999761e+02
8.195172000000000025e+02,8.195576399999999921e+02
8.237684400000000551e+02,8.238139999999999645e+02
8.269911600000000362e+02,8.270503200000000561e+02
8.351177999999999884e+02,8.352085200000000214e+02
8.356576000000000022e+02,8.357423599999999624e+02
8.420323200000000270e+02,8.420804000000000542e+02
8.420824400000000196e+02,8.421413199999999506e+02
8.471588799999999537e+02,8.472575600000000122e+02
8.510880799999999908e+02,8.511761599999999817e+02
8.512419599999999491e+02,8.512908400000000029e+02
8.647833600000000160e+02,8.648247599999999693e+02
8.674154399999999896e+02,8.674693200000000388e+02
8.691483200000000124e+02,8.691922399999999698e+02
8.697003999999999451e+02,8.697433200000000397e+02
8.730704399999999623e+02,8.731273999999999660e+02
8.761156399999999849e+02,8.761743199999999661e+02
8.921697599999999966e+02,8.922223199999999679e+02
