772.236600,773.059440
773.059440,773.863200
778.158480,779.231280
785.843240,786.939280
787.678520,788.407140
788.407140,789.091960
791.673960,792.724000
793.094080,794.176840
796.680480,797.717840
798.233240,799.282320
799.429440,800.471720
810.152680,811.204200
816.374160,817.438320
819.017200,820.057640
823.268440,824.314000
826.491160,827.550320
834.617800,835.433060
835.433060,836.242360
841.532320,842.081420
842.081420,842.641320
846.658880,847.757560
850.588080,851.209060
851.209060,851.790840
864.283360,865.324760
866.915440,867.969320
868.648320,869.446320
869.446320,870.243320
872.570440,873.627400
875.615640,876.674320
891.669760,892.722320
