1923.8731	1923.9931
1924.2832	1924.4032
1924.5027	1924.6227
1924.7585	1924.8785
1925.041	1925.161
1925.2703	1925.3903
1925.5022	1925.6222
1926.6129	1926.7329
1926.8293	1926.9493
1943.2922	1943.4122
1943.7745	1943.8945
1991.0946	1991.2146
1991.5112	1991.6312
1991.7		1991.82
1991.9378	1992.0578
1992.2035	1992.3235
1992.9043	1993.0243
1994.9366	1995.0566
1996.7736	1996.8936
2055.3666	2055.4866
2055.598	2055.718
2055.6835	2055.8035
2055.8438	2055.9638
2056.1878	2056.3078
2056.3893	2056.5093
2058.655	2058.775
2058.9117	2059.0317
2059.1845	2059.3045
2059.3456	2059.4656
2059.5562	2059.6762
2060.6775	2060.7975
2065.8442	2065.9642
2066.0169	2066.1369
2066.2323	2066.3523
2067.8293	2067.9493
2086.316	2086.436
