-77.30	0.00	-38.65	-30.15 
142.16 	234.53 	172.07 	160.47 
86.64 	204.87 	143.31 	167.17 
88.98 	245.81 	163.52 	176.91 
-80.72 	105.10 	15.57 	-18.56 
47.66 	247.94 	150.03 	82.64 
85.14 	250.20 	169.13 	184.80 
100.38 	269.83 	173.77 	189.48 
128.50 	247.32 	176.69 	132.78 
116.47 	232.58 	171.36 	165.84 
