0.3664,0.53768,0.41912,0.04992,5.04732,0.0088,2.97824,2.50184,
0.52832,0.53924,0.755,0.557,5.27308,1.208,3.94048,2.80812,
0.53564,0.56948,0.83684,2.43412,6.34768,2.53652,5.99252,6.75984,
1.07348,1.5754,1.07912,2.4442,7.42168,2.99748,6.03908,8.00864,
2.15364,1.9174,1.5944,2.48416,7.42472,3.01388,6.23156,9.32524,
2.15868,2.40592,2.23936,3.0492,8.39476,3.48944,6.26348,9.48664,
2.16464,2.67296,2.29632,3.2614,8.9618,4.85192,8.7448,10.43788,
2.25,2.78488,3.16192,3.45032,9.3692,6.31488,10.89892,11.24112,
2.56816,3.03936,3.96508,4.46656,9.48036,6.36264,11.46996,11.44672,
2.57488,3.48356,5.15308,4.4706,10.62056,8.208,12.43868,11.45704,
2.73092,3.77944,8.47236,4.87916,10.8806,8.29592,12.57824,12.45376,
2.85632,3.8504,8.59016,4.88176,11.11904,8.29852,12.82596,12.91448,
2.86996,4.2448,8.64168,5.20092,11.69968,8.50828,13.54324,14.46392,
2.91684,4.84628,8.65156,5.35204,12.2652,8.87312,14.88168,14.47812,
2.94008,6.28672,8.66452,6.24944,13.5658,9.73548,14.96668,15.15664,
3.17496,6.767,8.78604,6.30772,14.32792,10.05772,15.5058,17.66932,
3.74396,7.44692,8.97572,7.03524,14.48728,10.10856,15.74564,20.27912,
3.91448,7.625,9.42556,7.37884,14.52488,10.29832,15.75972,21.94988,
3.95028,8.0536,9.78372,7.41628,14.54712,10.45848,16.1768,25.5048,
3.99464,8.4794,10.14,8.04952,15.016,10.77712,16.58636,27.75572,
4.01032,8.5976,10.3846,8.49444,15.3534,10.78696,16.8418,29.96484,
4.06592,8.80424,10.62748,8.92792,15.56044,10.94448,16.925,30.90868,
4.2806,9.1072,10.894,9.72716,15.67452,10.96708,17.39476,31.02944,
4.373,9.17936,10.95844,10.19392,15.87024,10.98208,19.74268,33.28568,
4.7638,9.28068,11.20692,10.3532,17.4192,11.13812,20.5222,34.30672,
4.89488,9.34512,11.48116,11.37296,17.51128,11.25956,21.42068,35.18372,
4.94788,9.4,11.67752,11.68088,18.2308,11.27084,21.48116,35.58776,
4.96716,9.5972,11.81576,12.07956,18.40456,11.33516,21.50148,36.25496,
4.98652,10.38936,12.41524,12.3058,18.55996,11.38544,21.82784,37.72496,
5.08412,10.92536,13.31392,12.621,18.7636,11.49044,22.36512,37.7488,
5.5594,11.30368,13.3302,12.7194,19.04368,11.77056,23.22488,37.85436,
5.66496,11.58216,13.40624,12.75596,19.31808,11.86956,23.23732,38.04504,
5.691,11.768,13.50404,12.89424,19.45576,11.9158,24.4252,39.92248,
5.85096,11.77736,13.6398,12.95552,19.58968,12.29792,25.0838,39.93724,
6.00036,12.40784,13.71308,13.07556,19.66852,12.37136,25.48716,40.30128,
6.58688,12.61604,13.82136,13.08972,19.82352,12.62288,27.64916,40.67,
6.70268,13.12576,14.0204,13.11924,19.96292,12.66212,28.33052,40.69984,
6.74084,13.97492,14.07256,13.59852,20.22028,12.83792,29.12896,40.71004,
7.03368,13.98852,14.24656,13.6152,20.36656,13.58592,29.16016,40.73972,
7.10568,14.06124,14.24924,13.91668,24.4182,13.80644,29.81704,40.77488,
7.35912,14.06368,14.37956,13.94332,24.53672,13.9348,32.19372,40.79548,
7.38156,14.19416,14.45268,13.95368,24.56116,14.01364,32.52696,40.83516,
7.39868,14.51792,14.65268,14.09936,29.14776,14.05284,36.22792,40.98324,
7.75912,14.55684,14.84992,14.16388,31.34464,14.2146,37.57396,41.5608,
7.7912,14.6678,15.23488,14.27752,31.55316,14.23284,37.6062,41.99632,
7.9022,14.9122,15.54544,14.29076,34.19996,14.34072,37.91028,42.00676,
7.94912,16.27784,15.62572,14.87792,34.204,14.34432,39.63148,42.00872,
8.69644,16.8336,16.11792,15.00108,34.39108,14.38384,39.642,42.40176,
8.70284,16.85512,16.24208,15.15,34.45932,14.49296,39.73816,42.78888,
8.70752,16.89076,16.90404,15.33476,34.53936,14.67688,40.00484,42.80104,
8.8002,16.92976,16.93832,15.57228,35.26572,14.98912,40.13956,43.2104,
9.24076,16.9564,17.03768,15.6348,35.98192,15.00516,41.18968,43.22224,
9.24336,17.02332,17.1344,15.67876,36.33184,15.11088,41.24684,43.8606,
9.31136,17.04336,17.19072,15.80152,36.7162,15.54796,41.26932,44.1226,
9.34268,17.13612,17.2594,15.85336,37.98328,16.85136,44.50592,44.34852,
10.22392,17.21136,17.39256,15.94724,38.11776,16.96468,44.50708,44.35108,
10.27764,17.39796,17.39936,16.27208,38.31796,17.01808,46.73684,44.63668,
10.31008,17.4132,17.4164,16.31736,38.9134,17.04124,50.06232,45.22972,
10.33852,17.58976,17.50828,16.79144,38.91584,17.30076,50.8834,45.2614,
10.509,18.07316,17.51976,16.92296,40.5018,17.57052,50.99848,45.29908,
10.9998,18.25484,17.68604,17.93316,40.52508,17.72884,51.86148,45.58184,
11.04484,18.5456,18.1188,18.10496,40.62616,18.2154,53.35512,45.98376,
11.06296,18.63968,18.37864,18.839,40.681,18.36512,53.46144,46.04628,
11.12928,19.02872,18.42476,19.22784,40.69816,18.38036,53.47184,46.1576,
11.2296,19.03644,18.62264,19.35348,40.79704,18.4068,53.5602,46.31304,
11.45516,19.09024,18.77636,20.00344,40.81072,18.5512,54.75276,46.42644,
11.66216,19.1588,18.85424,20.07736,40.83384,18.62616,54.8212,46.46884,
11.91276,19.41116,18.89912,20.6494,40.96192,18.63284,54.8436,47.15724,
11.93088,19.44052,18.98576,21.07468,40.9914,18.64256,55.50212,47.1946,
12.21368,19.47868,19.344,21.46988,41.32768,18.89688,56.19636,47.35592,
12.24944,19.5582,19.4662,21.75996,41.33636,18.9932,57.08004,47.40376,
12.27984,20.45464,19.56372,21.87568,41.34968,19.1292,57.50448,47.42268,
12.3542,20.64172,19.6044,22.07904,41.39664,19.3054,57.60228,47.70496,
12.38268,20.91956,20.099,22.13452,41.40728,19.74464,58.27816,47.74212,
12.55004,21.92856,20.18052,22.25888,41.41396,19.763,58.65136,47.7524,
12.58272,23.02384,20.24224,23.475,41.45548,20.14228,59.51972,47.80252,
13.06664,23.76944,20.28432,23.536,41.5508,26.65292,61.24396,47.89572,
13.103,23.96136,20.29304,23.8762,42.01328,26.77308,62.54104,47.91388,
13.15212,24.4832,20.31808,23.9688,42.246,26.83004,63.99032,48.01928,
13.65248,25.39104,20.37316,24.4124,42.45088,27.0244,64.01332,48.04104,
13.69392,25.86928,21.41808,24.52084,42.7578,27.11036,64.11376,48.24392,
13.77992,29.77148,21.58196,24.52596,43.02128,29.68188,64.48748,48.50568,
13.8236,30.41644,21.70976,24.64656,43.26736,29.79188,65.39708,49.33208,
13.95672,30.64896,21.8462,24.74212,43.40592,29.90036,65.4706,49.3352,
14.13896,30.80532,23.44924,24.79432,43.43356,30.51212,65.53448,49.53136,
14.427,30.82,24.12476,25.07648,43.84444,30.5738,65.61752,49.65932,
14.59216,31.1512,24.56376,25.1,43.86196,30.66116,65.64952,50.1302,
14.63888,31.33836,27.603,25.23736,43.88856,30.78532,65.76184,50.15332,
14.97392,31.35372,29.69816,25.60096,44.07828,30.93668,66.20164,50.93796,
15.18912,31.49132,29.99832,27.62264,44.09368,31.13764,66.33448,51.12136,
15.2174,31.8838,30.15692,27.74948,44.32196,31.17824,66.38308,51.98428,
15.22456,31.92988,30.2628,27.78096,44.35272,31.47652,66.49944,52.5154,
15.26204,32.34756,30.28056,28.16784,44.63324,31.74916,66.85704,52.69808,
15.87884,32.53436,30.35856,28.34556,45.38452,32.0216,67.1074,53.26088,
15.88784,32.78632,30.64524,29.57516,45.54904,32.16392,67.50748,53.26824,
16.29428,32.86284,30.85708,29.66336,45.5648,32.87256,68.46444,53.61332,
16.6694,33.59564,30.92756,29.71648,45.9498,33.25688,71.15752,53.62476,
16.7022,33.6588,30.94076,29.91088,45.97476,33.45084,73.64176,54.59164,
16.71284,33.7992,30.94552,29.99312,46.1594,33.5792,74.8762,59.52716,
16.80248,34.02232,31.05284,30.17332,46.36476,33.94072,76.01772,63.97832,
16.81492,34.13032,31.05508,30.2308,46.37192,34.10336,76.39328,64.38856,
16.84492,34.28444,31.06572,30.4682,47.16212,34.11708,76.50096,66.44104,
16.90164,34.5498,31.13472,30.49264,47.17156,34.19712,77.08388,66.4704,
17.06672,35.17728,31.22652,30.58068,47.19728,34.21484,78.51124,66.52756,
17.22736,36.35344,31.28296,30.59396,47.19884,34.31616,78.52256,67.73072,
17.78488,36.43764,31.50576,30.73056,47.25796,34.62772,80.01628,67.74496,
19.05836,36.77008,31.6374,30.7936,47.31836,35.2008,80.46264,67.80788,
19.06028,37.86224,31.73524,30.84792,47.32172,35.62224,80.53088,67.8104,
19.22552,37.99836,31.80388,30.86972,47.329,36.34376,82.42832,67.82032,
19.24228,38.05696,32.4466,30.88208,47.33976,36.60196,82.83312,67.84752,
19.29712,38.1642,32.4512,30.91516,47.39528,36.723,83.04068,67.86764,
19.76696,38.24804,32.45616,31.61968,47.43012,37.53536,84.25736,67.8856,
19.97956,38.2806,32.49528,31.75568,47.4326,37.7478,84.62384,67.91584,
20.00092,38.90456,32.55572,32.64248,47.6868,37.98528,84.68172,68.11304,
20.5736,38.99256,32.56296,33.90404,47.69472,38.5268,84.74856,68.65916,
20.588,39.07808,32.73716,34.79828,47.71656,38.80664,84.97312,68.70496,
20.62712,39.0984,33.439,34.91156,47.79212,38.88092,86.43964,68.93556,
20.6382,39.21412,33.59188,35.50104,47.80684,38.90832,86.61952,68.95384,
20.66052,39.41752,33.73024,35.57324,47.81644,39.14772,92.41192,69.08976,
20.88212,40.0836,33.87832,36.79084,48.0316,39.19704,92.67164,69.10268,
20.95444,40.47036,34.0274,37.1604,48.03684,39.20656,92.73872,69.26632,
21.1388,40.60204,34.153,37.97972,48.04908,39.54832,93.02488,69.4492,
21.20224,40.71932,34.74012,38.36328,48.0508,40.44192,93.69448,69.45468,
21.42784,40.72188,34.81788,38.663,48.07668,40.4996,93.72872,71.1874,
21.62036,40.80084,35.24884,39.53788,48.1332,40.50848,98.02268,71.4334,
21.89516,40.8208,36.79368,40.39648,48.2256,40.578,99.05224,71.61936,
22.00396,40.84092,36.85328,41.01364,48.24632,40.65756,99.38308,71.69004,
22.03708,41.25212,37.10268,41.18564,48.25388,40.6734,99.45152,72.09872,
22.06672,41.2626,37.17244,41.23072,48.27636,40.7334,99.57248,72.14636,
22.25244,41.27872,37.45584,42.94708,48.47852,41.38608,100.0168,72.60396,
22.26884,41.37612,37.6426,43.61668,48.51324,41.39776,101.37708,73.10168,
22.37552,42.40992,37.6772,44.42464,49.0996,41.58388,103.39452,73.43028,
22.41868,42.74432,37.6854,44.47136,49.1384,42.97608,105.00716,74.12264,
22.69072,42.75032,37.96288,44.627,49.29536,43.23984,105.22444,74.12952,
23.06156,42.7678,37.98812,45.54188,49.29812,43.41956,105.23716,75.07908,
23.09432,42.98948,38.04176,46.01728,49.70416,43.65048,105.24888,75.1326,
23.28124,43.33496,38.25528,46.04356,49.70808,43.67548,106.14644,75.1616,
23.39304,43.64608,38.51168,46.47092,50.104,43.84012,108.42156,75.18976,
23.98004,43.84316,38.62568,47.21588,50.121,44.0708,110.32508,75.7776,
24.02712,44.06564,38.71504,47.22732,50.17216,44.34512,110.35288,76.05496,
24.19396,44.51932,38.74756,47.96876,50.3626,44.37012,111.12712,79.53224,
24.27992,44.65832,38.81252,47.97312,51.4438,45.04608,111.7838,79.88504,
24.4424,44.83944,38.823,48.28792,51.5998,45.05092,111.88792,84.37076,
24.90048,45.39004,38.92444,49.88804,51.78696,45.06724,111.91252,85.65288,
24.98728,46.02804,39.01176,50.51672,51.79544,45.22776,111.93172,86.50792,
25.00648,46.28348,39.22608,51.39616,51.8188,45.27724,111.97968,89.251,
25.17236,47.103,39.2548,52.21692,52.00232,45.35316,115.33408,91.47492,
25.26936,47.11048,39.27096,53.0018,52.53656,47.39696,115.45912,92.85992,
25.30092,47.1494,39.28052,54.1436,52.696,47.66676,115.77876,92.93556,
25.46832,47.1606,39.29312,54.76284,52.71416,47.80056,115.78508,94.68844,
25.67892,47.34096,40.48504,54.78284,52.73604,47.926,115.79224,95.1726,
26.0358,47.37592,40.4888,54.93996,52.9366,48.02356,115.87168,96.56796,
