175.29	263.11	216.34
16.15	97.49	56.82
29.56	95.26	62.41
-91.03	-2.76	-46.90
-108.37	12.56	-45.18
-88.90	-36.00	-62.45
175.09	294.78	232.73
-61.49	-0.45	-30.97
-150.41	-32.88	-91.64
-124.09	-76.02	-100.06
162.08	310.19	238.87
99.53	297.21	206.79
48.18	309.16	175.29
135.27	308.09	215.73
114.30	302.40	216.51
158.59	190.41	175.25
121.93	229.73	170.75
82.11	290.10	206.87
175.11	216.93	194.50
-84.49	24.78	-26.63
87.47	645.37	321.17
164.91	296.59	227.25
50.49	424.50	243.09
58.39	506.71	273.71
26.01	400.33	188.24
127.03	303.60	218.99
-69.64	73.04	-17.46
-78.44	-17.89	-48.17
105.08	264.68	172.22
-129.41	-61.78	-95.59
67.29	374.19	228.78
74.45	315.00	194.57
66.96	624.76	289.12		
151.19	755.60	493.15
154.17	270.00	200.14
-165.41	79.09	-12.16
-102.00	64.62	-30.00
15.52	202.98	107.07
-85.04	140.63	-7.09
-119.22	44.15	-44.42
-65.54	56.95	-4.96
-144.20	84.60	-24.03
-57.68	68.47	-7.45
-107.78	18.98	-43.41
-62.06	59.79	-5.91
