-106.37	119.18	16.25
-117.34	24.90	-47.20
74.83	214.93	140.87
-78.76	41.10	-29.54
-112.52	94.70	5.36
-65.01	304.64	104.05
-74.85	27.60	-23.78
-116.82	21.66	-49.31
-109.37	-27.00	-68.19
-16.17	205.54	88.51
-153.36	-82.65	-118.01
-42.49	11.41	-14.99
-53.41	85.31	21.53
-120.77	-4.72	-62.75
-112.42	-3.45	-57.93
-120.73	65.27	-24.15
99.64	193.46	148.40
-142.66	56.15	-31.62
-90.02	31.65	-18.63
3.04	83.92	43.48
-117.28	-21.83	-69.55
-24.35	43.26	-6.32
-135.65	9.78	-64.14
-108.22	99.80	4.89
144.01	180.00	162.00
-164.76	-69.24	-117.00
